ID,Interlocutore,Frase,Sentiment,Dominant_Sentiment,Emotion,Dominant_Emotion
12,r,ti devo dire una cosa. ho dovuto parlareperché quello non ci stava. ,"Negative: 0.9191167%,
Neutral: 0.0803542%,
Positive: 0.0005291%",NEGATIVE,"'anger', (0.0008099),
 'fear', (0.0003785),
 'joy', (0.0004421),
 'sadness', (0.9983694)",sadness
12,r,no. no. su questo. quello è preciso!!,"Negative: 0.0036411%,
Neutral: 0.0291311%,
Positive: 0.9672278%",POSITIVE,"'anger', (0.0004051),
 'fear', (0.0002174),
 'joy', (0.9989992),
 'sadness', (0.0003784)",joy
12,r,non sia mai la madonna,"Negative: 0.0657730%,
Neutral: 0.3691566%,
Positive: 0.5650704%",POSITIVE,"'anger', (0.9989858),
 'fear', (0.0003470),
 'joy', (0.0000723),
 'sadness', (0.0005950)",anger
12,p,la sta tutto a postoehè. ,"Negative: 0.0005895%,
Neutral: 0.0367687%,
Positive: 0.9626418%",POSITIVE,"'anger', (0.0002693),
 'fear', (0.0009590),
 'joy', (0.0395327),
 'sadness', (0.9592389)",sadness
12,p,ho sbagliato a capire. io. allora,"Negative: 0.9186440%,
Neutral: 0.0810221%,
Positive: 0.0003339%",NEGATIVE,"'anger', (0.9947374),
 'fear', (0.0006073),
 'joy', (0.0000680),
 'sadness', (0.0045872)",anger
12,r,mannaggia la miseria. ,"Negative: 0.6418703%,
Neutral: 0.3540904%,
Positive: 0.0040394%",NEGATIVE,"'anger', (0.9737142),
 'fear', (0.0003318),
 'joy', (0.0002216),
 'sadness', (0.0257325)",anger
12,p,no. no. non lo sapeva. hai capito?non lo sapeva!!,"Negative: 0.9486420%,
Neutral: 0.0495969%,
Positive: 0.0017611%",NEGATIVE,"'anger', (0.9992462),
 'fear', (0.0002578),
 'joy', (0.0001338),
 'sadness', (0.0003622)",anger
12,p,il significato che questo mi è,"Negative: 0.0006866%,
Neutral: 0.0243296%,
Positive: 0.9749839%",POSITIVE,"'anger', (0.0001504),
 'fear', (0.0002036),
 'joy', (0.9993418),
 'sadness', (0.0003042)",joy
12,p,ma come me lo dicesti tu. a me. così mi è sembrato il significatoio pensavo che avevi detto,"Negative: 0.0036773%,
Neutral: 0.4571821%,
Positive: 0.5391406%",POSITIVE,"'anger', (0.0001086),
 'fear', (0.0004270),
 'joy', (0.9966156),
 'sadness', (0.0028488)",joy
12,p,ehè. va bene. ,"Negative: 0.0005436%,
Neutral: 0.0246221%,
Positive: 0.9748344%",POSITIVE,"'anger', (0.0001867),
 'fear', (0.0012570),
 'joy', (0.8502641),
 'sadness', (0.1482922)",joy
12,p,va bene. ,"Negative: 0.0005948%,
Neutral: 0.0189602%,
Positive: 0.9804450%",POSITIVE,"'anger', (0.0000670),
 'fear', (0.0005104),
 'joy', (0.9960760),
 'sadness', (0.0033465)",joy
12,p,no. no. no. subito glielo dico. sbagliato non ho capito raffaele. io invece ho capito!!,"Negative: 0.9956884%,
Neutral: 0.0040140%,
Positive: 0.0002975%",NEGATIVE,"'anger', (0.9991836),
 'fear', (0.0002901),
 'joy', (0.0001339),
 'sadness', (0.0003924)",anger
12,p,questo mi è sembrato. ,"Negative: 0.0016736%,
Neutral: 0.0384102%,
Positive: 0.9599161%",POSITIVE,"'anger', (0.0003056),
 'fear', (0.0001920),
 'joy', (0.9761122),
 'sadness', (0.0233902)",joy
12,p,sopra al balconela finestra qua. per dietro qua. per dietro al muro. alzano la persiana ed entrano dentrose entra un’altra volta così lo butto dal balcone,"Negative: 0.7618065%,
Neutral: 0.2344035%,
Positive: 0.0037900%",NEGATIVE,"'anger', (0.1708851),
 'fear', (0.1088211),
 'joy', (0.0011056),
 'sadness', (0.7191881)",sadness
12,r,mannaggia la miseria. ,"Negative: 0.6418703%,
Neutral: 0.3540904%,
Positive: 0.0040394%",NEGATIVE,"'anger', (0.9737142),
 'fear', (0.0003318),
 'joy', (0.0002216),
 'sadness', (0.0257325)",anger
12,p,e pietoso (si riferisce all’ispettore della polizia di stato pietoso ciro). pietoso quando vengono quelli di napoliper ultimo arrivò” ehè. gli ho detto - “. e si butta dentro”. mo stava davanti nella stanza da letto. spostava la colonetta“ pieto’ cite lo dissi ecco qua. lo vuoi te lo faccio. (urla). ”. ” ma tu come entri in questa casa”. quando lo dai in testa fa il. ,"Negative: 0.9742348%,
Neutral: 0.0250226%,
Positive: 0.0007426%",NEGATIVE,"'anger', (0.9969987),
 'fear', (0.0001999),
 'joy', (0.0001009),
 'sadness', (0.0027006)",anger
12,r,zia ma questi comunque,"Negative: 0.0042520%,
Neutral: 0.3604716%,
Positive: 0.6352763%",POSITIVE,"'anger', (0.0002329),
 'fear', (0.0003758),
 'joy', (0.9931175),
 'sadness', (0.0062738)",joy
12,r,mannaggia la miseria,"Negative: 0.5553161%,
Neutral: 0.4408072%,
Positive: 0.0038767%",NEGATIVE,"'anger', (0.9991398),
 'fear', (0.0001631),
 'joy', (0.0001162),
 'sadness', (0.0005810)",anger
12,r,mannaggia la miseria. ,"Negative: 0.6418703%,
Neutral: 0.3540904%,
Positive: 0.0040394%",NEGATIVE,"'anger', (0.9737142),
 'fear', (0.0003318),
 'joy', (0.0002216),
 'sadness', (0.0257325)",anger
12,r,ehè. zia. mo non ti. ma poi “ questi” (si riferisce alle ff.oo). mannaggia la miseria. non. chi è. “ quelli”. sono convinti che sta qua. no?,"Negative: 0.7997742%,
Neutral: 0.1994441%,
Positive: 0.0007817%",NEGATIVE,"'anger', (0.9990659),
 'fear', (0.0001580),
 'joy', (0.0001137),
 'sadness', (0.0006624)",anger
12,r,mannaggia la miseria. ” questi ” (si riferisce alle ff.oo). sono convintiproprio che sta qua. si buttanotroviamo. ,"Negative: 0.9153993%,
Neutral: 0.0797086%,
Positive: 0.0048921%",NEGATIVE,"'anger', (0.9986807),
 'fear', (0.0001627),
 'joy', (0.0001026),
 'sadness', (0.0010542)",anger
12,r,sopraqualcosa. “ che cosa è. che non è!!” non si sa nemmeno,"Negative: 0.6900743%,
Neutral: 0.3072585%,
Positive: 0.0026671%",NEGATIVE,"'anger', (0.9907899),
 'fear', (0.0003385),
 'joy', (0.0001732),
 'sadness', (0.0086984)",anger
12,p,ehè. ma niente. niente. un mese. due mesi. se era qualcosa” no. si. è venuto uno mi ha detto. ha fatto(). non so dirti. ,"Negative: 0.8846470%,
Neutral: 0.1140580%,
Positive: 0.0012951%",NEGATIVE,"'anger', (0.0003506),
 'fear', (0.0004125),
 'joy', (0.0020330),
 'sadness', (0.9972039)",sadness
12,p,e si avrebbe liberato. ” è meglio con pistola. ” si è inguaiato. ,"Negative: 0.5705576%,
Neutral: 0.4185593%,
Positive: 0.0108831%",NEGATIVE,"'anger', (0.0172163),
 'fear', (0.0742370),
 'joy', (0.0018438),
 'sadness', (0.9067029)",sadness
14,p,quelli pure sopra hanno scassato l’armadio. se ne accorsero del muro e dissero ma questo muro non va come dall’altra parte. ,"Negative: 0.6711613%,
Neutral: 0.3269191%,
Positive: 0.0019195%",NEGATIVE,"'anger', (0.0007891),
 'fear', (0.0007830),
 'joy', (0.0002750),
 'sadness', (0.9981528)",sadness
14,p,"eheeè. come te ne portarono,. stavano giù. “ma scusate ma  adesso ve ne volete andare?” gli dissi. “non ho capito cosa dovete fare qua”. “no signora noi non ce ne possiamo andare ancora”. com’è non ve ne potete andare ancora, lo avete preso, ve lo siete portato ed adesso cosa volete più. “no signora dobbiamo fare la perquisizione”. e perquisite - ","Negative: 0.5875812%,
Neutral: 0.4116568%,
Positive: 0.0007619%",NEGATIVE,"'anger', (0.9971197),
 'fear', (0.0003680),
 'joy', (0.0000701),
 'sadness', (0.0024422)",anger
14,p,"embè che commento ha fatto questa volta? “ no niente non mi ha detto proprio niente “. mi pare un poco strano. che sta combinando, è andato a prelevare altri 1000 € alla posta e sta girando un’altra volta con quella.   ","Negative: 0.7930139%,
Neutral: 0.2059039%,
Positive: 0.0010822%",NEGATIVE,"'anger', (0.0005222),
 'fear', (0.1385899),
 'joy', (0.0016007),
 'sadness', (0.8592873)",sadness
15,p,"aspetta cosa disse. “palmina ma che ti sono venuti ad aggiustare il telefono a te, sono venuti, qualcosa”. non lo tengo e non me lo sono fatta attaccare. non lo tengo proprio il telefono. “no,  mi avevano detto che erano venuti ad aggiustarti il telefono avrebbero potuto metterti qualcosa nel telefono. disse quella cosa “. non la tengo noi non la teniamo. ","Negative: 0.5492884%,
Neutral: 0.4459231%,
Positive: 0.0047885%",NEGATIVE,"'anger', (0.5882170),
 'fear', (0.0046018),
 'joy', (0.0001888),
 'sadness', (0.4069923)",anger
15,p,"si trovò a passare, poi venne e disse “io ho preso il blocchetto se ti servono “. io gli risposi no a me non mi servono. ma che ci sta qualcosa. “no poi se si deve fare si fase si deve saltare si salta “. gli dissi no e cosa centra, tu hai fatto il piacere poi quando è il momento, a parte che quello adesso io vado là e me lo dice lui a me, non ti preoccupare di niente. ”ma mica per questo, io se devo firmare firmo pure cosa me ne frego”","Negative: 0.6862633%,
Neutral: 0.3131229%,
Positive: 0.0006138%",NEGATIVE,"'anger', (0.9994230),
 'fear', (0.0001974),
 'joy', (0.0001630),
 'sadness', (0.0002166)",anger
15,p,lo tengo. ,"Negative: 0.0024372%,
Neutral: 0.1085922%,
Positive: 0.8889707%",POSITIVE,"'anger', (0.0010442),
 'fear', (0.0004890),
 'joy', (0.4166317),
 'sadness', (0.5818351)",sadness
15,a,lo tieni. e lo porti direttamente a nola. lo porti direttamente a nola da tonino. ,"Negative: 0.0024852%,
Neutral: 0.2018753%,
Positive: 0.7956395%",POSITIVE,"'anger', (0.3392272),
 'fear', (0.0080771),
 'joy', (0.0003137),
 'sadness', (0.6523820)",sadness
15,a,si la grigia. no quella si vende. ,"Negative: 0.9781345%,
Neutral: 0.0206052%,
Positive: 0.0012603%",NEGATIVE,"'anger', (0.9806191),
 'fear', (0.0024795),
 'joy', (0.0120125),
 'sadness', (0.0048888)",anger
15,a,no. no. quella là no. però toglila da là sopra. toglila. ,"Negative: 0.8089852%,
Neutral: 0.1898153%,
Positive: 0.0011995%",NEGATIVE,"'anger', (0.0396155),
 'fear', (0.0090919),
 'joy', (0.0004111),
 'sadness', (0.9508816)",sadness
15,p,va bene posso andare anche con raffele. ,"Negative: 0.0007068%,
Neutral: 0.0137680%,
Positive: 0.9855252%",POSITIVE,"'anger', (0.0001458),
 'fear', (0.0048263),
 'joy', (0.0016809),
 'sadness', (0.9933470)",sadness
15,a,si. la metti in vendita a pago. a baiano. no vedi se la vuole comprare quella. se la vuole comprare ti da gli assegni altrimenti gli dici che la devi mettere nel salone ad. ti fai dare le chiavi e ti deve dare 5000 €.  quelli. ,"Negative: 0.5539598%,
Neutral: 0.4405201%,
Positive: 0.0055200%",NEGATIVE,"'anger', (0.9993581),
 'fear', (0.0003137),
 'joy', (0.0001494),
 'sadness', (0.0001788)",anger
15,a,no. no. glielo dici quello. gli impicci. ,"Negative: 0.7243110%,
Neutral: 0.2744936%,
Positive: 0.0011954%",NEGATIVE,"'anger', (0.9993643),
 'fear', (0.0001464),
 'joy', (0.0001491),
 'sadness', (0.0003401)",anger
15,p,"io se fossi venuta di mattina. quello, quel disgraziato di pietoso stava qua fuori (carcere di bellizzi) . io sono venuta di mattina. ","Negative: 0.8069233%,
Neutral: 0.1844840%,
Positive: 0.0085926%",NEGATIVE,"'anger', (0.0067802),
 'fear', (0.0004912),
 'joy', (0.0002235),
 'sadness', (0.9925052)",sadness
15,p,ma ci sta pure. ,"Negative: 0.0062992%,
Neutral: 0.3708481%,
Positive: 0.6228527%",POSITIVE,"'anger', (0.0034458),
 'fear', (0.0019366),
 'joy', (0.5193145),
 'sadness', (0.4753031)",joy
15,a,si sta qua. ci sta il figlio sta con me. ,"Negative: 0.0003946%,
Neutral: 0.2303699%,
Positive: 0.7692356%",POSITIVE,"'anger', (0.0003248),
 'fear', (0.0004204),
 'joy', (0.8737609),
 'sadness', (0.1254938)",joy
15,a,no io sto solo. ci sta pure peppe. pure peppe. (si spostano dal posto). mettiamoci qua. pure peppe. ,"Negative: 0.6761969%,
Neutral: 0.2848403%,
Positive: 0.0389628%",NEGATIVE,"'anger', (0.0008092),
 'fear', (0.0008934),
 'joy', (0.0002496),
 'sadness', (0.9980477)",sadness
15,p,quello nemmeno riesce a stare fuori. (ridono) ,"Negative: 0.6341814%,
Neutral: 0.3437418%,
Positive: 0.0220768%",NEGATIVE,"'anger', (0.0004474),
 'fear', (0.0003068),
 'joy', (0.0246523),
 'sadness', (0.9745935)",sadness
15,a,"per niente nessuno glieli cambiava più gli assegni, io mò non mi. per niente sono andati a nome mio, a nome di qualcun altro  a cambiare gli assegni. ","Negative: 0.8867814%,
Neutral: 0.1110108%,
Positive: 0.0022078%",NEGATIVE,"'anger', (0.9985645),
 'fear', (0.0001477),
 'joy', (0.0001238),
 'sadness', (0.0011639)",anger
15,a,ma poi per un assegno mica puoi mandare a uno in carcere. non te lo hanno pagato. e che te lo devo pagare io ,"Negative: 0.9251387%,
Neutral: 0.0738628%,
Positive: 0.0009985%",NEGATIVE,"'anger', (0.9993120),
 'fear', (0.0001772),
 'joy', (0.0001232),
 'sadness', (0.0003877)",anger
15,a,"si, ma perché il giudice non l’ha spiccato. il gip non l’ha voluto mettere. no. no. perché quello aveva chiesto pure l’associazione. ","Negative: 0.5787809%,
Neutral: 0.4204188%,
Positive: 0.0008002%",NEGATIVE,"'anger', (0.9980516),
 'fear', (0.0002041),
 'joy', (0.0001275),
 'sadness', (0.0016167)",anger
15,a,nessun beneficio tieni . ,"Negative: 0.5847794%,
Neutral: 0.3588371%,
Positive: 0.0563836%",NEGATIVE,"'anger', (0.0002202),
 'fear', (0.0001770),
 'joy', (0.9992080),
 'sadness', (0.0003947)",joy
15,a,non ci stava nemmeno la macchina sua (rivolto a raffaele) altrimenti ce ne saremmo andati. ,"Negative: 0.8809293%,
Neutral: 0.1179274%,
Positive: 0.0011433%",NEGATIVE,"'anger', (0.0009967),
 'fear', (0.0004904),
 'joy', (0.0002658),
 'sadness', (0.9982470)",sadness
15,p,se no. se fossimo andati diritti come eravamo venuti ti avremmo trovato ancora là. ,"Negative: 0.8355294%,
Neutral: 0.1621861%,
Positive: 0.0022846%",NEGATIVE,"'anger', (0.0003186),
 'fear', (0.0004517),
 'joy', (0.0011571),
 'sadness', (0.9980726)",sadness
15,a,ma quello là se stavano le mattonelle buttate. ,"Negative: 0.9874853%,
Neutral: 0.0121896%,
Positive: 0.0003251%",NEGATIVE,"'anger', (0.0088394),
 'fear', (0.0007225),
 'joy', (0.0002378),
 'sadness', (0.9902002)",sadness
16,a,"si non tiene nemmeno l’assicurazione. ti pigli solo i documenti per andare a fare il passaggiogli dai due, trecento € alla signora. ","Negative: 0.9873582%,
Neutral: 0.0122104%,
Positive: 0.0004315%",NEGATIVE,"'anger', (0.9987413),
 'fear', (0.0002206),
 'joy', (0.0000840),
 'sadness', (0.0009540)",anger
16,a,si. hai capito. e. madonna. ,"Negative: 0.0004823%,
Neutral: 0.0469091%,
Positive: 0.9526085%",POSITIVE,"'anger', (0.0002627),
 'fear', (0.0001366),
 'joy', (0.9981624),
 'sadness', (0.0014383)",joy
16,p,tu pensa che ti devi fare solo questo. questa matassa si deve sbrogliare. in un modo o in un altro si deve sbrogliare.. ,"Negative: 0.9070959%,
Neutral: 0.0906503%,
Positive: 0.0022538%",NEGATIVE,"'anger', (0.8753266),
 'fear', (0.0035543),
 'joy', (0.0001496),
 'sadness', (0.1209695)",anger
18,a,"no. no. quello deve pigliare altri soldi. uno mi deve dare, mi faccio prestare  10. 000 € me li deve dare. hai capito? verso il 13 / 14, prima di pasqua. gli fai tenere l’assegno e gli. poi pure quello là di baiano quello di. (gli fa capire il nome con le labbra sussurrandolo sottovoce) pure prima di pasqua mi dovrebbe daremi dovrebbe dare una decina di migliaia di euro ","Negative: 0.6821961%,
Neutral: 0.3162640%,
Positive: 0.0015398%",NEGATIVE,"'anger', (0.9993880),
 'fear', (0.0002441),
 'joy', (0.0001418),
 'sadness', (0.0002261)",anger
18,a,"si, tengo l’antenna, cosa, ci sta la . sotto. poi ci sta tutta quella roba sulla tavola. ","Negative: 0.0132572%,
Neutral: 0.4383407%,
Positive: 0.5484021%",POSITIVE,"'anger', (0.0227222),
 'fear', (0.0018505),
 'joy', (0.2192782),
 'sadness', (0.7561491)",sadness
18,a,"si tutto, stufa e tutto. poi ti vai a fare una camminata e vedi un poco la situazione. hai capito? ","Negative: 0.7428978%,
Neutral: 0.2519764%,
Positive: 0.0051258%",NEGATIVE,"'anger', (0.0002307),
 'fear', (0.0034228),
 'joy', (0.0005447),
 'sadness', (0.9958019)",sadness
18,a,adesso lo hanno riempito di miscrospie (tavolo) ,"Negative: 0.5125549%,
Neutral: 0.4861650%,
Positive: 0.0012801%",NEGATIVE,"'anger', (0.9987431),
 'fear', (0.0002251),
 'joy', (0.0000859),
 'sadness', (0.0009459)",anger
18,p,hanno fatto il servizio lo hanno fatto completo. scusa si sono trovati a fare ed hanno fatto il servizio completo. ,"Negative: 0.0010103%,
Neutral: 0.0063422%,
Positive: 0.9926475%",POSITIVE,"'anger', (0.0001362),
 'fear', (0.0001851),
 'joy', (0.9993724),
 'sadness', (0.0003063)",joy
18,p,devi vergognarti. (ridono). ,"Negative: 0.8361790%,
Neutral: 0.1591166%,
Positive: 0.0047044%",NEGATIVE,"'anger', (0.9981781),
 'fear', (0.0001453),
 'joy', (0.0001807),
 'sadness', (0.0014958)",anger
18,a,no. ha detto di no ha detto. (fa un cenno con la mano). “te lo faccio sapere io”. speriamo che non me ne portano. ma non penso. ,"Negative: 0.6289309%,
Neutral: 0.3698332%,
Positive: 0.0012359%",NEGATIVE,"'anger', (0.0024061),
 'fear', (0.0059569),
 'joy', (0.0002186),
 'sadness', (0.9914184)",sadness
18,r,eh brutto proprio laggiù? ,"Negative: 0.9212466%,
Neutral: 0.0751005%,
Positive: 0.0036529%",NEGATIVE,"'anger', (0.0002886),
 'fear', (0.0019527),
 'joy', (0.0004891),
 'sadness', (0.9972696)",sadness
18,p,si perché è lontano. (carcere di palmi) è difficoltoso ad arrivarci con la macchina a piedi con l’aereo con tutto,"Negative: 0.8847185%,
Neutral: 0.1141103%,
Positive: 0.0011712%",NEGATIVE,"'anger', (0.0005838),
 'fear', (0.0008480),
 'joy', (0.0003582),
 'sadness', (0.9982101)",sadness
19,p,però non ti pensare che quando hanno scoperto il nascondiglioff.oo. ci sono rimaste bene.   ,"Negative: 0.0026675%,
Neutral: 0.0280083%,
Positive: 0.9693242%",POSITIVE,"'anger', (0.0002319),
 'fear', (0.0003788),
 'joy', (0.0080522),
 'sadness', (0.9913372)",sadness
19,a,e si meravigliano di là. se sapessero si dovrebbero meravigliare del fatto sotto al letto. ,"Negative: 0.0087570%,
Neutral: 0.2972490%,
Positive: 0.6939939%",POSITIVE,"'anger', (0.0699483),
 'fear', (0.0014034),
 'joy', (0.0863160),
 'sadness', (0.8423324)",sadness
19,a,no. no. non lo tiene. perciò io dicevo che quello doveva andare diritto. ,"Negative: 0.9794133%,
Neutral: 0.0200914%,
Positive: 0.0004954%",NEGATIVE,"'anger', (0.1925000),
 'fear', (0.0044536),
 'joy', (0.0006272),
 'sadness', (0.8024192)",sadness
19,r,eh impossibile che ci sta una cosa talmente grossa là sotto . ,"Negative: 0.9684860%,
Neutral: 0.0300902%,
Positive: 0.0014239%",NEGATIVE,"'anger', (0.0024005),
 'fear', (0.0004262),
 'joy', (0.0005773),
 'sadness', (0.9965959)",sadness
19,r,fu furbo quello. hai capito. ,"Negative: 0.0116633%,
Neutral: 0.2440883%,
Positive: 0.7442484%",POSITIVE,"'anger', (0.9971306),
 'fear', (0.0002880),
 'joy', (0.0020712),
 'sadness', (0.0005103)",anger
19,a,ci sono quei giubboni quella roba là dentro là. ,"Negative: 0.0175439%,
Neutral: 0.3192720%,
Positive: 0.6631840%",POSITIVE,"'anger', (0.0012783),
 'fear', (0.0037786),
 'joy', (0.3021590),
 'sadness', (0.6927840)",sadness
19,a,"ma quella non funziona. quella non ha mai funzionata quella radio. mai funzionata, io chiedo la periziala borsa primo emporio.   ","Negative: 0.9954236%,
Neutral: 0.0043128%,
Positive: 0.0002635%",NEGATIVE,"'anger', (0.0489153),
 'fear', (0.0009077),
 'joy', (0.0002919),
 'sadness', (0.9498852)",sadness
19,p,"pure quella si presero. tu là dentro ci mettesti, la roba di quelle telecamere quelle cose una volta le mettesti là dentro. ","Negative: 0.0246716%,
Neutral: 0.3125896%,
Positive: 0.6627389%",POSITIVE,"'anger', (0.1200406),
 'fear', (0.0194926),
 'joy', (0.0006661),
 'sadness', (0.8598008)",sadness
